title,rating,text,reviewer_name,date,verified_purchase,helpful_votes,title_cleaned,text_cleaned,date_cleaned,verified_purchase_bool,helpful_votes_count,rating_processed,sentiment_stars,sentiment_score
Winner take all! Tough little guy! Here I come to save the day!,rating,"I am writing this review with my feisty little friend, mighty mouse, the longest lasting of many different types and sizes I bought when my hp mouse gave up the ghost during Covid, and I realized I would be spending a lot of extra time on my pc. All of the zippy vertical, super-fast, ergonomic, oversized, competition, gamer, blah blah, fill in the blank, electronic marsupials failed early except this one. Granted, it seems a little small, but sometimes this is better to minimize large wrist movements that can be done with just finger movements (I made do and got used to it and grew to like it!). And I got tired of trashing the not so high techs! most of which just moved the pain and then committed hara-kiri. If I were a gamer, I might think otherwise. I have grown fond of my loyal little friend, mighty, who, after all, is a survivor and has come to save the day! Good boy! Fetch! (something from Amazon?).",JimLu review,"Reviewed in the United States on December 18, 2024",Yes,2 people found this helpful,winner take all! tough little guy! here i come to save the day!,"i am writing this review with my feisty little friend, mighty mouse, the longest lasting of many different types and sizes i bought when my hp mouse gave up the ghost during covid, and i realized i would be spending a lot of extra time on my pc. all of the zippy vertical, super-fast, ergonomic, oversized, competition, gamer, blah blah, fill in the blank, electronic marsupials failed early except this one. granted, it seems a little small, but sometimes this is better to minimize large wrist movements that can be done with just finger movements (i made do and got used to it and grew to like it!). and i got tired of trashing the not so high techs! most of which just moved the pain and then committed hara-kiri. if i were a gamer, i might think otherwise. i have grown fond of my loyal little friend, mighty, who, after all, is a survivor and has come to save the day! good boy! fetch! (something from amazon?).",2024-12-18,True,2,rating,4,0.29999667406082153
Its presence is not felt,rating,Like a natural part of the body :) Quiet and smooth.,ETO,"Reviewed in the United States on April 13, 2025",Yes,0,its presence is not felt,like a natural part of the body :) quiet and smooth.,2025-04-13,True,0,rating,5,0.6223978400230408
Better than my wireless mouses....,rating,I had using so many mouses before. Either wireless or wire. This wire one is durable and great performance. Highly recommend!,Rachel,"Reviewed in the United States on April 9, 2025",Yes,0,better than my wireless mouses....,i had using so many mouses before. either wireless or wire. this wire one is durable and great performance. highly recommend!,2025-04-09,True,0,rating,5,0.9549932479858398
happy,rating,works fine,charles r franks jr Chuck,"Reviewed in the United States on April 21, 2025",Yes,0,happy,works fine,2025-04-21,True,0,rating,4,0.5150192379951477
Needed a single wired mouse.,rating,Works great.,Jack Serany,"Reviewed in the United States on April 21, 2025",Yes,0,needed a single wired mouse.,works great.,2025-04-21,True,0,rating,5,0.695447564125061
Responsive mouse,rating,"This mouse is responsive and good quality. I cannot, however, give it five stars in good conscience, considering that it bears the inscription ""Amazon Basics,"" a company owned by a man who has a net worth in excess of 170 billion dollars, when this money could be used to make massive inroads in stopping climate change, a massive human catastrophe that is and will continue to kill countless people.",D. L. Corvin,"Reviewed in the United States on January 17, 2025",Yes,0,responsive mouse,"this mouse is responsive and good quality. i cannot, however, give it five stars in good conscience, considering that it bears the inscription ""amazon basics,"" a company owned by a man who has a net worth in excess of 170 billion dollars, when this money could be used to make massive inroads in stopping climate change, a massive human catastrophe that is and will continue to kill countless people.",2025-01-17,True,0,rating,4,0.8295121788978577
"It features the standard left and right clicks, a scroll wheel, and a wired USB connection",rating,"I recently purchased three of the Amazon Basics 3-Button Wired USB Mouse in black. While I wasn't expecting any bells and whistles with this budget-friendly option, I've been pleasantly surprised by its functionality and performance. I use it for my lap top computer because I like the ease of using a mouse compared to finger application.

Straightforward Setup and Use

This mouse is as advertised: a basic, 3-button wired mouse. It features the standard left and right clicks, a scroll wheel, and a wired USB connection. Setting it up is a breeze - simply plug it into your USB port, and you're ready to go. No drivers or software installation required.

Perfect for Everyday Tasks and Budget-Conscious Gamers

The 1000 DPI optical tracking provides smooth cursor control, making it sufficient for everyday computer tasks like browsing, emailing, and navigating documents. It's a great option for someone who needs a simple, reliable mouse for basic use.

One surprising perk? My grandson, a passionate but budget-conscious gamer, has actually been using one of these mice for his gaming sessions. While it obviously lacks the fancy features of a high-end gaming mouse, he reports that it performs surprisingly well for casual gaming, especially considering the price point.

Solid Value for Everyday Use

Overall, the AmazonBasics 3-Button Wired USB Mouse is a solid value for everyday computer use. It's particularly attractive for those looking for a simple, affordable option or even a backup mouse. Gamers on a tight budget might also find it surprisingly functional for casual gaming.

Just keep in mind that this is a basic mouse with a wired connection. If you're looking for a wireless mouse with extra buttons and programmable features, this might not be the best choice for you. But if you need a simple, reliable mouse at a great price, the Amazon Basics 3-Button Wired USB Mouse definitely fits the bill.",Naturallyzee,"Reviewed in the United States on June 17, 2024",Yes,17 people found this helpful,"it features the standard left and right clicks, a scroll wheel, and a wired usb connection","i recently purchased three of the amazon basics 3-button wired usb mouse in black. while i wasn't expecting any bells and whistles with this budget-friendly option, i've been pleasantly surprised by its functionality and performance. i use it for my lap top computer because i like the ease of using a mouse compared to finger application.

straightforward setup and use

this mouse is as advertised: a basic, 3-button wired mouse. it features the standard left and right clicks, a scroll wheel, and a wired usb connection. setting it up is a breeze - simply plug it into your usb port, and you're ready to go. no drivers or software installation required.

perfect for everyday tasks and budget-conscious gamers

the 1000 dpi optical tracking provides smooth cursor control, making it sufficient for everyday computer tasks like browsing, emailing, and navigating documents. it's a great option for someone who needs a simple, reliable mouse for basic use.

one surprising perk? my grandson, a passionate but budget-conscious gamer, has actually been using one of these mice for his gaming sessions. while it obviously lacks the fancy features of a high-end gaming mouse, he reports that it performs surprisingly well for casual gaming, especially considering the price point.

solid value for everyday use

overall, the amazonbasics 3-button wired usb mouse is a solid value for everyday computer use. it's particularly attractive for those looking for a simple, affordable option or even a backup mouse. gamers on a tight budget might also find it surprisingly functional for casual gaming.

just keep in mind that this is a basic mouse with a wired connection. if you're looking for a wireless mouse with extra buttons and programmable features, this might not be the best choice for you. but if you need a simple, reliable mouse at a great price, the amazon basics 3-button wired usb mouse definitely fits the bill.",2024-06-17,True,17,rating,5,0.5135101675987244
It does when it’s supposed to do,rating,Great mouse very sensitive good size very durable just as good as a namebrand mouse,Eric Hills,"Reviewed in the United States on April 6, 2025",Yes,0,it does when it’s supposed to do,great mouse very sensitive good size very durable just as good as a namebrand mouse,2025-04-06,True,0,rating,5,0.7552314400672913
Good Longegivity,rating,"Bought this mouse in 2019. Performed well until mid 2024 when I noticed the sensitivity decrease. It still worked but I would need to press down harder and it would sometimes ""let go"" of things when I try dragging them across the screen.

Considering it almost lasted five years before a decline in performance, I'd say this is a good deal.",M,"Reviewed in the United States on January 19, 2025",Yes,0,good longegivity,"bought this mouse in 2019. performed well until mid 2024 when i noticed the sensitivity decrease. it still worked but i would need to press down harder and it would sometimes ""let go"" of things when i try dragging them across the screen.

considering it almost lasted five years before a decline in performance, i'd say this is a good deal.",2025-01-19,True,0,rating,3,0.44529879093170166
"Good value for the price, Arrived the next day (PRIME)",rating,"Nice basic wired mouse. Good price I got 2.
Already dropped on the floor twice with no ill effects.",booklover,"Reviewed in the United States on April 6, 2025",Yes,0,"good value for the price, arrived the next day (prime)","nice basic wired mouse. good price i got 2.
already dropped on the floor twice with no ill effects.",2025-04-06,True,0,rating,4,0.538131833076477
Good for the cost,rating,Not bad at all for the cost.,Hunter,"Reviewed in the United States on March 14, 2025",Yes,0,good for the cost,not bad at all for the cost.,2025-03-14,True,0,rating,4,0.4788486659526825
Buen producto,rating,Buen funcionamiento,Victor Hugo Ortiz Diaz,"Reviewed in the United States on April 16, 2025",Yes,0,buen producto,buen funcionamiento,2025-04-16,True,0,rating,4,0.4537746012210846
Useful and basic,rating,"Very basic, wired mouse. I have purchased this twice for our home computers.",mighty mouse,"Reviewed in the United States on April 8, 2025",Yes,0,useful and basic,"very basic, wired mouse. i have purchased this twice for our home computers.",2025-04-08,True,0,rating,5,0.4619520306587219
Wired connected mouse works great!,rating,"This simple wired connected mouse works GREAT on my somewhat old Mac laptop. I plugged it into my USB port, adjusted the mouse setting on the Mac, and it has worked flawlessly ever since.",K3HME,"Reviewed in the United States on March 25, 2025",Yes,0,wired connected mouse works great!,"this simple wired connected mouse works great on my somewhat old mac laptop. i plugged it into my usb port, adjusted the mouse setting on the mac, and it has worked flawlessly ever since.",2025-03-25,True,0,rating,5,0.8014166355133057
Most comfortable mouse among my collection,rating,"I have purchased mouse often, changing model or style, cheapest to expensive. Somehow no mouse could satisfy me and after years of intense computer work I reached a conclusion no mouse will work well for me. Some models were big, heavy, difficult to click with little effort, required often cleaning, would not work well on certain mouse pads. No single model felt well in my hand. After years on different jobs I stopped paying attention. Mouse become part of hardship at work, something I did not care anymore. After years a moment arrived I needed a quiet mouse, positively quiet. So clicking and moving mouse will not add to sound I apply for testing microphones. Start testing, one click, a moment later Stop testing, second click. I noticed some mouse clicks were too loud for my measurements, changed microphone plots. I had to work with louder test setup or obtain quieter mouse. Changing mousepad did not make things better for each mouse model I investigated. So a few years ago in desperation I purchased some fancy, expensive models and very cheap, generic models. I put all mice to testing, without labeling them, to avoid any bias. I quickly rejected most fancy models, some elegant white finish mouse was just no good for me. Two models performed best and one of them is my favorite now, Amazon Basics. After a few years I confirmed this model worked for me and all test benches at work liked it for being quiet. I purchased 5 more. This mouse here, Amazon Basics really works best for me. Least effort needed to click, mouse felt perfect in my hand, ergonomic to my hand that is rather medium size toward small. Clicks sound is acceptable to my measurements, performance is equally quiet on mouse pad, on plain table surface and on randomly picked surfaces near always overcrowded test benches. Mouse moves steadily on each surface, it is always reliable. I use many computer models, USB port flavors, Windows from 7 to 11. This mouse always works just when plugged, I never had compatibility issue. I used it also on dusty table surface, never a problem. Most critical task for me is designing of layout for electronics components with size between 1mm and 0.1mm, where I need big zoom on the scree and mouse needs to use it's high end of resolution. No problem here, very smooth operation as always. Mouse is lightweight, usually lightweight I associate with ""cheap plastics"" products. Not such perception here, due to my comfort and proven performance.",Peter Sobczak,"Reviewed in the United States on August 4, 2022",Yes,56 people found this helpful,most comfortable mouse among my collection,"i have purchased mouse often, changing model or style, cheapest to expensive. somehow no mouse could satisfy me and after years of intense computer work i reached a conclusion no mouse will work well for me. some models were big, heavy, difficult to click with little effort, required often cleaning, would not work well on certain mouse pads. no single model felt well in my hand. after years on different jobs i stopped paying attention. mouse become part of hardship at work, something i did not care anymore. after years a moment arrived i needed a quiet mouse, positively quiet. so clicking and moving mouse will not add to sound i apply for testing microphones. start testing, one click, a moment later stop testing, second click. i noticed some mouse clicks were too loud for my measurements, changed microphone plots. i had to work with louder test setup or obtain quieter mouse. changing mousepad did not make things better for each mouse model i investigated. so a few years ago in desperation i purchased some fancy, expensive models and very cheap, generic models. i put all mice to testing, without labeling them, to avoid any bias. i quickly rejected most fancy models, some elegant white finish mouse was just no good for me. two models performed best and one of them is my favorite now, amazon basics. after a few years i confirmed this model worked for me and all test benches at work liked it for being quiet. i purchased 5 more. this mouse here, amazon basics really works best for me. least effort needed to click, mouse felt perfect in my hand, ergonomic to my hand that is rather medium size toward small. clicks sound is acceptable to my measurements, performance is equally quiet on mouse pad, on plain table surface and on randomly picked surfaces near always overcrowded test benches. mouse moves steadily on each surface, it is always reliable. i use many computer models, usb port flavors, windows from 7 to 11. this mouse always works just when plugged, i never had compatibility issue. i used it also on dusty table surface, never a problem. most critical task for me is designing of layout for electronics components with size between 1mm and 0.1mm, where i need big zoom on the scree and mouse needs to use it's high end of resolution. no problem here, very smooth operation as always. mouse is lightweight, usually lightweight i associate with ""cheap plastics"" products. not such perception here, due to my comfort and proven performance.",2022-08-04,True,56,rating,2,0.5467506051063538
Nice buy,rating,"It was delivered quickly and it works just fine. At an affordable price, what's not to like.",Dale Harkleroad,"Reviewed in the United States on April 5, 2025",Yes,0,nice buy,"it was delivered quickly and it works just fine. at an affordable price, what's not to like.",2025-04-05,True,0,rating,4,0.5306193828582764
Goes bad after a few years,rating,Getting ready to order my 3d one It's cheap and works okay - does what it is supposed to do. But after a few years the two that I have bought started double clicking That's why I am getting ready to replace the one I am now using.,Boneshaker,"Reviewed in the United States on May 25, 2025",Yes,0,goes bad after a few years,getting ready to order my 3d one it's cheap and works okay - does what it is supposed to do. but after a few years the two that i have bought started double clicking that's why i am getting ready to replace the one i am now using.,2025-05-25,True,0,rating,3,0.600135862827301
Just a good cheap mouse that works!,rating,Perfect! Just what I need for my operation here.,Raymond Alex,"Reviewed in the United States on April 6, 2025",Yes,0,just a good cheap mouse that works!,perfect! just what i need for my operation here.,2025-04-06,True,0,rating,5,0.9546093940734863
Works,rating,"Works. Tossed the old one, had a short.",SB Cheek,"Reviewed in the United States on March 5, 2025",Yes,0,works,"works. tossed the old one, had a short.",2025-03-05,True,0,rating,4,0.4418111741542816
good quality,rating,annoying sound of scroll,Ahmed,"Reviewed in the United States on March 3, 2025",Yes,One person found this helpful,good quality,annoying sound of scroll,2025-03-03,True,0,rating,2,0.45901599526405334
Inexpensive Mouse; You get what you pay for.,rating,"They last a year and then you have to buy a new one. I use mine daily for work; Do not abuse or mishandle it. No issues with the mouse when it's working. It functions as it should; Movement is smooth.

Thank goodness that it is inexpensive so it's not difficult to replace; it's just very annoying that it doesn't last longer.",C. Stafford,"Reviewed in the United States on May 11, 2025",Yes,0,inexpensive mouse; you get what you pay for.,"they last a year and then you have to buy a new one. i use mine daily for work; do not abuse or mishandle it. no issues with the mouse when it's working. it functions as it should; movement is smooth.

thank goodness that it is inexpensive so it's not difficult to replace; it's just very annoying that it doesn't last longer.",2025-05-11,True,0,rating,4,0.4215056002140045
"The ""Bring Home the Bacon"" Work Mouse: A No-Frills, Excellent Daily Driver.",rating,"Fellow Dads,feast your eyes on the Amazon Basics Mouse – the trusty steed in the realm of everyday digital hustle. This isn't just a mouse; it's a testament to the ""get-er-done"" ethos that powers through spreadsheets, homework, and those endless email threads with the finesse of a well-oiled machine.

Let's cut to the chase: it's ultralight, making you wonder if Amazon discovered anti-gravity tech. Yet, it feels as reliable as that old family wagon, boasting a solid one-piece construction that resonates with a reassuring solidity at every tap. The clicks? They're the muted thuds of determination, ensuring you can work through nap times without waking the baby. And the scroll wheel, with its gentle rumbles, feels like cruising down the information highway with the top down.

I've plugged this trooper into every computer in the house, tested it on desks, different pads, and even the kitchen counter – it just works. The cable's as steadfast as your commitment to Sunday family brunch, and the glide pads beneath? They ensure smooth sailing across many different landscapes, minimal yet mighty.

""Made in China,"" this mouse doesn't shy away from its roots, delivering an affordable, no-compromise tool that checks every box. Medium-sized for universal fit, it's the Goldilocks of mice - not too big, not too small, just right for the bulk of the population.

Why did I buy a case of 30? Because when you find something that works this well at keeping the daily grind moving, and need an affordable mouse this is it! It's the workhorse mouse that metaphorically ""brings home the bacon,"" fueling your day without draining the wallet.

Initial look: for the huge selection of mouse out there this does not fall short for what you pay and what you get with the soft touch paint solid construction, high-quality wiring, good plug pads, decent laser, tracking, muted, click buttons muted, scroll wheel, and good size makes it a good purchase. Hope this is helpful in your decision. More updates to follow.",Matt,"Reviewed in the United States on March 21, 2024",Yes,43 people found this helpful,"the ""bring home the bacon"" work mouse: a no-frills, excellent daily driver.","fellow dads,feast your eyes on the amazon basics mouse – the trusty steed in the realm of everyday digital hustle. this isn't just a mouse; it's a testament to the ""get-er-done"" ethos that powers through spreadsheets, homework, and those endless email threads with the finesse of a well-oiled machine.

let's cut to the chase: it's ultralight, making you wonder if amazon discovered anti-gravity tech. yet, it feels as reliable as that old family wagon, boasting a solid one-piece construction that resonates with a reassuring solidity at every tap. the clicks? they're the muted thuds of determination, ensuring you can work through nap times without waking the baby. and the scroll wheel, with its gentle rumbles, feels like cruising down the information highway with the top down.

i've plugged this trooper into every computer in the house, tested it on desks, different pads, and even the kitchen counter – it just works. the cable's as steadfast as your commitment to sunday family brunch, and the glide pads beneath? they ensure smooth sailing across many different landscapes, minimal yet mighty.

""made in china,"" this mouse doesn't shy away from its roots, delivering an affordable, no-compromise tool that checks every box. medium-sized for universal fit, it's the goldilocks of mice - not too big, not too small, just right for the bulk of the population.

why did i buy a case of 30? because when you find something that works this well at keeping the daily grind moving, and need an affordable mouse this is it! it's the workhorse mouse that metaphorically ""brings home the bacon,"" fueling your day without draining the wallet.

initial look: for the huge selection of mouse out there this does not fall short for what you pay and what you get with the soft touch paint solid construction, high-quality wiring, good plug pads, decent laser, tracking, muted, click buttons muted, scroll wheel, and good size makes it a good purchase. hope this is helpful in your decision. more updates to follow.",2024-03-21,True,43,rating,4,0.42758259177207947
A Boomer Treasure!,rating,Very good product for Boomers who still use a mouse! Love this!!!!,Cindy Caporaso,"Reviewed in the United States on April 5, 2025",Yes,0,a boomer treasure!,very good product for boomers who still use a mouse! love this!!!!,2025-04-05,True,0,rating,5,0.726502001285553
Great mouse for the price compare to other brands.,rating,Easy use,Kike,"Reviewed in the United States on April 10, 2025",Yes,0,great mouse for the price compare to other brands.,easy use,2025-04-10,True,0,rating,5,0.4833180904388428
great mouse,rating,This is the only mouse in the ones I have that is currently working. It is in fine working order without any issues.,Dee,"Reviewed in the United States on January 13, 2025",Yes,0,great mouse,this is the only mouse in the ones i have that is currently working. it is in fine working order without any issues.,2025-01-13,True,0,rating,5,0.5208992958068848
"smaller than the ""standard"" mouse",rating,"It works fine, seems like it will last (although the cord isn't quite as rugged as some), and the cord is a good length.

One potentially important thing, however: it's considerably smaller and lighter than the ubiquitous ""Microsoft mouse"" (and all the similar, feel-alike models). It's not tiny, but it definitely has a different feel to it and it takes a little bit of getting used to. This can be a good thing: it doesn't take up as much space in your backpack, if you need to carry it with you. But I imagine that for some people (maybe gamers who use the mouse, or people doing graphic design who need fine control) the difference in size and weight could be an issue, because it definitely feels different.",DannyO,"Reviewed in the United States on December 8, 2024",Yes,2 people found this helpful,"smaller than the ""standard"" mouse","it works fine, seems like it will last (although the cord isn't quite as rugged as some), and the cord is a good length.

one potentially important thing, however: it's considerably smaller and lighter than the ubiquitous ""microsoft mouse"" (and all the similar, feel-alike models). it's not tiny, but it definitely has a different feel to it and it takes a little bit of getting used to. this can be a good thing: it doesn't take up as much space in your backpack, if you need to carry it with you. but i imagine that for some people (maybe gamers who use the mouse, or people doing graphic design who need fine control) the difference in size and weight could be an issue, because it definitely feels different.",2024-12-08,True,2,rating,4,0.6616654396057129
good deal for price,rating,works very well,Ronald Tirino,"Reviewed in the United States on February 15, 2025",Yes,0,good deal for price,works very well,2025-02-15,True,0,rating,5,0.6456440091133118
Great value,rating,For a wired mouse. Very comfortable and quite durable. Connectivity is straight forward as it plugs in via USB port. Buttons operate smoothly. Excellent scrolling as center wheel is smooth.,DavidLMO,"Reviewed in the United States on January 5, 2025",Yes,0,great value,for a wired mouse. very comfortable and quite durable. connectivity is straight forward as it plugs in via usb port. buttons operate smoothly. excellent scrolling as center wheel is smooth.,2025-01-05,True,0,rating,5,0.7695584893226624
Thank you,rating,good used product,Pang lee,"Reviewed in the United States on April 2, 2025",Yes,0,thank you,good used product,2025-04-02,True,0,rating,4,0.546422004699707
A CORDLESS MOUSE IS JUNK,rating,I have been using cordless mice for a while and i really don't like the performance of them. I bought this corded mouse and its a great deal easier to use and not so dam unreliable. NO more of them cordless mice for me,LYLE SNOW,"Reviewed in the United States on February 28, 2025",Yes,0,a cordless mouse is junk,i have been using cordless mice for a while and i really don't like the performance of them. i bought this corded mouse and its a great deal easier to use and not so dam unreliable. no more of them cordless mice for me,2025-02-28,True,0,rating,2,0.5284107327461243
Works fine but died after only 2 years,rating,"I used this as a mouse for my laptop. As a mouse, it was reliable and accurate. However, it died after 2 years of fairly light use (no gaming, used for a few hours at a time one day a week or so). Not sure what went wrong, but my Macbook says that the voltage is not regulated correctly. Nothing visibly damaged, but it no longer works on any computer. Most of my other mice have lasted closer to 5-10 years, but at this price, hard to complain.",J. L.,"Reviewed in the United States on November 1, 2024",Yes,One person found this helpful,works fine but died after only 2 years,"i used this as a mouse for my laptop. as a mouse, it was reliable and accurate. however, it died after 2 years of fairly light use (no gaming, used for a few hours at a time one day a week or so). not sure what went wrong, but my macbook says that the voltage is not regulated correctly. nothing visibly damaged, but it no longer works on any computer. most of my other mice have lasted closer to 5-10 years, but at this price, hard to complain.",2024-11-01,True,0,rating,2,0.5562458038330078
Good,rating,"Works well, good durability, it’s very quiet, fits my hand well, and the scroll wheel is very good for a longer time",Cheyenne Philpott,"Reviewed in the United States on March 18, 2025",Yes,0,good,"works well, good durability, it’s very quiet, fits my hand well, and the scroll wheel is very good for a longer time",2025-03-18,True,0,rating,5,0.5668473243713379
Cable too short,rating,Cable is short but that is my fault for not reading.,Glenn M,"Reviewed in the United States on January 28, 2025",Yes,0,cable too short,cable is short but that is my fault for not reading.,2025-01-28,True,0,rating,3,0.3569296598434448
You get what you pay for,rating,"It's not the fanciest electronic gadget out there. Does what a mouse is supposed to do. It moves your page up and down and from side to side. But will give you a real hard time when you're trying to highlight text and will force you to make several attempts at it before getting the job done, which can be quite frustrating. Outside of that, it's an okay mouse.",Cassandra B.,"Reviewed in the United States on April 7, 2025",Yes,0,you get what you pay for,"it's not the fanciest electronic gadget out there. does what a mouse is supposed to do. it moves your page up and down and from side to side. but will give you a real hard time when you're trying to highlight text and will force you to make several attempts at it before getting the job done, which can be quite frustrating. outside of that, it's an okay mouse.",2025-04-07,True,0,rating,3,0.7806480526924133
Good quality for the price.,rating,For the price it seems to be good quality. It's comfortable and the scroll wheel works well.,S.Rose,"Reviewed in the United States on March 17, 2025",Yes,0,good quality for the price.,for the price it seems to be good quality. it's comfortable and the scroll wheel works well.,2025-03-17,True,0,rating,4,0.6636461615562439
Lightweight,rating,"I have been using this mouse for a little over a year, and I like its light weight, which is easier on my hand/wrist. The buttons and wheel still work well, but I have started noticing in the past few weeks that the pointer sometimes jumps, even though I am not moving the mouse. It may be time for a replacement already.",Gesundheit,"Reviewed in the United States on December 2, 2024",Yes,0,lightweight,"i have been using this mouse for a little over a year, and i like its light weight, which is easier on my hand/wrist. the buttons and wheel still work well, but i have started noticing in the past few weeks that the pointer sometimes jumps, even though i am not moving the mouse. it may be time for a replacement already.",2024-12-02,True,0,rating,3,0.5241681337356567
"Reliable, Comfortable, and Great Value for a Wired Mouse!",rating,"This Amazon Basics 3-Button Wired USB Mouse has been a fantastic addition to my setup. It’s straightforward, plug-and-play, and works perfectly on both my laptop and desktop without needing any software installation. The tracking is surprisingly responsive, and I find the scroll wheel smooth and easy to control, which is great for browsing and document work.

The size and shape of the mouse fit comfortably in my hand, even during extended use, and I appreciate the simple, no-frills design. The USB connection is reliable, so I never experience delays or dropped connections, which can be an issue with wireless mice. For a basic mouse, this Amazon Basics option really exceeded my expectations and is unbeatable for the price. If you’re looking for a solid, no-nonsense wired mouse, I’d definitely recommend this one!",Ken Krempetz,"Reviewed in the United States on November 2, 2024",Yes,9 people found this helpful,"reliable, comfortable, and great value for a wired mouse!","this amazon basics 3-button wired usb mouse has been a fantastic addition to my setup. it’s straightforward, plug-and-play, and works perfectly on both my laptop and desktop without needing any software installation. the tracking is surprisingly responsive, and i find the scroll wheel smooth and easy to control, which is great for browsing and document work.

the size and shape of the mouse fit comfortably in my hand, even during extended use, and i appreciate the simple, no-frills design. the usb connection is reliable, so i never experience delays or dropped connections, which can be an issue with wireless mice. for a basic mouse, this amazon basics option really exceeded my expectations and is unbeatable for the price. if you’re looking for a solid, no-nonsense wired mouse, i’d definitely recommend this one!",2024-11-02,True,9,rating,5,0.8660420775413513
Really budget,rating,"Its actually not that great, I wished I would have bought something with better quality for the same price. The buttons are not clicky and hard to know if you're pressing down. Big meh.",stevendavid2000,"Reviewed in the United States on May 8, 2025",Yes,0,really budget,"its actually not that great, i wished i would have bought something with better quality for the same price. the buttons are not clicky and hard to know if you're pressing down. big meh.",2025-05-08,True,0,rating,2,0.48938482999801636
Excellent mouse!,rating,LOVE this mouse! it's quiet & just comfortable to use. Would def buy again!,Rhonda W.,"Reviewed in the United States on March 23, 2025",Yes,0,excellent mouse!,love this mouse! it's quiet & just comfortable to use. would def buy again!,2025-03-23,True,0,rating,5,0.8961373567581177
They didn't like when they said 'basic',rating,"Cheap mouse, cheap quality",Leury,"Reviewed in the United States on May 10, 2025",Yes,0,they didn't like when they said 'basic',"cheap mouse, cheap quality",2025-05-10,True,0,rating,2,0.45973333716392517
